0.000000 	 -0.275940 	 -0.275940 	 
0.100000 	 0.683070 	 0.683070 	 
0.200000 	 0.037993 	 0.037993 	 
0.300000 	 2.857600 	 2.857600 	 
0.400000 	 2.869800 	 2.869800 	 
0.500000 	 3.218300 	 3.218300 	 
0.600000 	 3.508400 	 3.508400 	 
0.700000 	 3.854200 	 3.854200 	 
0.800000 	 4.128100 	 4.128100 	 
0.900000 	 3.274900 	 3.274900 	 
1.000000 	 3.344400 	 3.344400 	 
1.100000 	 2.214000 	 2.214000 	 
1.200000 	 5.258300 	 5.258300 	 
1.300000 	 4.642500 	 4.642500 	 
1.400000 	 4.463200 	 4.463200 	 
1.500000 	 5.566200 	 5.566200 	 
1.600000 	 8.322400 	 8.322400 	 
1.700000 	 3.257900 	 3.257900 	 
1.800000 	 3.052600 	 3.052600 	 
1.900000 	 4.068400 	 4.068400 	 
2.000000 	 4.257900 	 4.257900 	 
2.100000 	 2.910700 	 2.910700 	 
2.200000 	 2.062300 	 2.062300 	 
2.300000 	 2.206100 	 2.206100 	 
2.400000 	 4.546000 	 4.546000 	 
2.500000 	 1.799500 	 1.799500 	 
2.600000 	 1.845300 	 1.845300 	 
2.700000 	 0.810960 	 0.810960 	 
2.800000 	 2.950800 	 2.950800 	 
2.900000 	 0.124140 	 0.124140 	 
3.000000 	 0.235530 	 0.235530 	 
3.100000 	 -2.103400 	 -2.103400 	 
3.200000 	 0.114450 	 0.114450 	 
3.300000 	 -1.283900 	 -1.283900 	 
3.400000 	 -1.315900 	 -1.315900 	 
3.500000 	 1.102400 	 1.102400 	 
3.600000 	 -3.172800 	 -3.172800 	 
3.700000 	 -0.992930 	 -0.992930 	 
3.800000 	 -3.172200 	 -3.172200 	 
3.900000 	 -1.763500 	 -1.763500 	 
4.000000 	 -4.533800 	 -4.533800 	 
4.100000 	 -1.692800 	 -1.692800 	 
4.200000 	 -5.885700 	 -5.885700 	 
4.300000 	 -3.463600 	 -3.463600 	 
4.400000 	 -4.026400 	 -4.026400 	 
4.500000 	 -5.371500 	 -5.371500 	 
4.600000 	 -4.459100 	 -4.459100 	 
4.700000 	 -2.907800 	 -2.907800 	 
4.800000 	 -4.961800 	 -4.961800 	 
4.900000 	 -3.761900 	 -3.761900 	 
5.000000 	 -3.987300 	 -3.987300 	 
5.100000 	 -5.896500 	 -5.896500 	 
5.200000 	 -5.502600 	 -5.502600 	 
5.300000 	 -3.645200 	 -3.645200 	 
5.400000 	 -5.184600 	 -5.184600 	 
5.500000 	 -4.109600 	 -4.109600 	 
5.600000 	 -3.161000 	 -3.161000 	 
5.700000 	 -3.901000 	 -3.901000 	 
5.800000 	 -1.190800 	 -1.190800 	 
5.900000 	 -1.606100 	 -1.606100 	 
6.000000 	 -1.957200 	 -1.957200 	 
6.100000 	 -0.867010 	 -0.867010 	 
6.200000 	 -0.939910 	 -0.939910 	 
6.300000 	 0.167520 	 0.167520 	 
6.400000 	 2.308700 	 2.308700 	 
6.500000 	 -1.092100 	 -1.092100 	 
6.600000 	 -0.235520 	 -0.235520 	 
6.700000 	 1.855500 	 1.855500 	 
6.800000 	 3.098500 	 3.098500 	 
6.900000 	 2.750800 	 2.750800 	 
7.000000 	 3.825700 	 3.825700 	 
7.100000 	 3.466300 	 3.466300 	 
7.200000 	 2.874100 	 2.874100 	 
7.300000 	 4.074500 	 4.074500 	 
7.400000 	 5.440700 	 5.440700 	 
7.500000 	 5.438900 	 5.438900 	 
7.600000 	 5.062700 	 5.062700 	 
7.700000 	 4.102400 	 4.102400 	 
7.800000 	 5.320300 	 5.320300 	 
7.900000 	 4.809700 	 4.809700 	 
8.000000 	 4.235300 	 4.235300 	 
8.100000 	 4.234100 	 4.234100 	 
8.200000 	 6.887000 	 6.887000 	 
8.300000 	 5.805800 	 5.805800 	 
8.400000 	 4.891800 	 4.891800 	 
8.500000 	 5.289000 	 5.289000 	 
8.600000 	 3.916000 	 3.916000 	 
8.700000 	 2.109100 	 2.109100 	 
8.800000 	 2.079700 	 2.079700 	 
8.900000 	 0.335760 	 0.335760 	 
9.000000 	 1.727900 	 1.017229 	 
9.100000 	 2.291000 	 1.035095 	 
9.200000 	 0.484920 	 1.040061 	 
9.300000 	 0.096449 	 1.009381 	 
9.400000 	 0.447220 	 0.982464 	 
9.500000 	 -0.946460 	 0.936189 	 
9.600000 	 -2.175700 	 0.873032 	 
9.700000 	 -2.076600 	 0.807134 	 
9.800000 	 -1.358600 	 0.746171 	 
9.900000 	 -3.312900 	 0.672973 	 
10.000000 	 -2.279900 	 0.610481 	 
10.100000 	 -2.813200 	 0.554623 	 
10.200000 	 -2.455500 	 0.468915 	 
10.300000 	 -3.744500 	 0.375726 	 
10.400000 	 -3.147200 	 0.291166 	 
10.500000 	 -4.937100 	 0.174462 	 
10.600000 	 -3.620000 	 0.041769 	 
10.700000 	 -4.397500 	 -0.043291 	 
10.800000 	 -6.535000 	 -0.149820 	 
10.900000 	 -3.862800 	 -0.237944 	 
11.000000 	 -5.137100 	 -0.342333 	 
11.100000 	 -6.014400 	 -0.441501 	 
11.200000 	 -4.283500 	 -0.512010 	 
11.300000 	 -4.311100 	 -0.584423 	 
11.400000 	 -4.266100 	 -0.682335 	 
11.500000 	 -4.862100 	 -0.756353 	 
11.600000 	 -3.453300 	 -0.815226 	 
11.700000 	 -5.147600 	 -0.881433 	 
11.800000 	 -4.097000 	 -0.959741 	 
11.900000 	 -1.332000 	 -0.975921 	 
12.000000 	 -3.051200 	 -1.012440 	 
12.100000 	 -0.982860 	 -0.999990 	 
12.200000 	 -1.487800 	 -1.017792 	 
12.300000 	 -1.868000 	 -1.024282 	 
12.400000 	 -1.142900 	 -1.022360 	 
12.500000 	 -0.358470 	 -1.038592 	 
12.600000 	 -0.337880 	 -1.007093 	 
12.700000 	 2.141900 	 -0.972261 	 
12.800000 	 0.262800 	 -0.934095 	 
12.900000 	 0.564890 	 -0.908224 	 
13.000000 	 2.552100 	 -0.829492 	 
13.100000 	 2.975700 	 -0.777619 	 
13.200000 	 4.256000 	 -0.664934 	 
13.300000 	 0.719650 	 -0.618453 	 
13.400000 	 3.524800 	 -0.534551 	 
13.500000 	 4.380200 	 -0.426199 	 
13.600000 	 3.370000 	 -0.339209 	 
13.700000 	 3.954500 	 -0.262961 	 
13.800000 	 5.423800 	 -0.147566 	 
13.900000 	 5.486700 	 -0.044803 	 
14.000000 	 5.236300 	 0.057681 	 
14.100000 	 3.514200 	 0.162244 	 
14.200000 	 5.624700 	 0.285881 	 
14.300000 	 5.172500 	 0.383856 	 
14.400000 	 6.507700 	 0.513770 	 
14.500000 	 5.375100 	 0.619156 	 
14.600000 	 3.165600 	 0.689451 	 
14.700000 	 4.865800 	 0.786860 	 
14.800000 	 3.849500 	 0.842863 	 
14.900000 	 3.558000 	 0.900242 	 
15.000000 	 3.292500 	 0.958572 	 
15.100000 	 2.600000 	 0.997095 	 
15.200000 	 2.012100 	 1.029895 	 
15.300000 	 1.184200 	 1.041191 	 
15.400000 	 -0.215070 	 1.013149 	 
15.500000 	 1.770900 	 1.044960 	 
15.600000 	 -1.414600 	 1.031859 	 
15.700000 	 1.793100 	 1.031166 	 
15.800000 	 -1.094900 	 0.984573 	 
15.900000 	 -1.173800 	 0.940966 	 
16.000000 	 -1.876300 	 0.877611 	 
16.100000 	 -1.553400 	 0.821836 	 
16.200001 	 -2.381900 	 0.763436 	 
16.299999 	 -4.189800 	 0.671611 	 
16.400000 	 -5.514500 	 0.549886 	 
16.500000 	 -3.798300 	 0.447251 	 
16.600000 	 -4.035200 	 0.346163 	 
16.700001 	 -2.717500 	 0.270386 	 
16.799999 	 -4.864700 	 0.157219 	 
16.900000 	 -4.372000 	 0.055200 	 
17.000000 	 -4.189800 	 -0.038412 	 
17.100000 	 -6.339400 	 -0.155895 	 
17.200001 	 -4.248700 	 -0.279625 	 
17.299999 	 -5.137800 	 -0.401221 	 
17.400000 	 -6.172700 	 -0.524159 	 
17.500000 	 -5.001600 	 -0.638499 	 
17.600000 	 -5.236400 	 -0.740193 	 
17.700001 	 -2.324300 	 -0.789453 	 
17.799999 	 -4.633200 	 -0.864041 	 
17.900000 	 -3.388300 	 -0.905419 	 
18.000000 	 -2.585700 	 -0.953348 	 
18.100000 	 -2.019100 	 -1.001238 	 
18.200001 	 -4.509300 	 -1.056729 	 
18.299999 	 -3.280400 	 -1.094250 	 
18.400000 	 -3.867700 	 -1.142193 	 
18.500000 	 -1.788800 	 -1.151552 	 
18.600000 	 -0.378370 	 -1.131582 	 
18.700001 	 -0.446570 	 -1.113471 	 
18.799999 	 -1.329400 	 -1.113147 	 
18.900000 	 2.079700 	 -1.053229 	 
19.000000 	 0.140100 	 -1.026340 	 
19.100000 	 2.668600 	 -0.965431 	 
19.200001 	 1.724200 	 -0.918990 	 
19.299999 	 3.167800 	 -0.842187 	 
19.400000 	 3.404200 	 -0.769393 	 
19.500000 	 6.331900 	 -0.644182 	 
19.600000 	 3.547100 	 -0.564548 	 
19.700001 	 3.088600 	 -0.481369 	 
19.799999 	 5.342200 	 -0.349400 	 
19.900000 	 4.020200 	 -0.261811 	 
20.000000 	 4.160300 	 -0.158506 	 
20.100000 	 4.485600 	 -0.041840 	 
20.200001 	 4.663300 	 0.057569 	 
20.299999 	 5.339700 	 0.164800 	 
20.400000 	 5.863800 	 0.277355 	 
20.500000 	 3.875300 	 0.374437 	 
20.600000 	 5.684300 	 0.475966 	 
20.700001 	 3.888900 	 0.576371 	 
20.799999 	 3.763200 	 0.663707 	 
20.900000 	 1.259900 	 0.692506 	 
21.000000 	 4.380700 	 0.775082 	 
21.100000 	 4.789900 	 0.839224 	 
21.200001 	 3.630200 	 0.896091 	 
21.299999 	 3.276400 	 0.953251 	 
21.400000 	 2.775800 	 0.996792 	 
21.500000 	 3.067200 	 1.034855 	 
21.600000 	 2.686000 	 1.068454 	 
21.700001 	 1.760400 	 1.064215 	 
21.799999 	 0.956230 	 1.071920 	 
21.900000 	 -1.009100 	 1.054431 	 
22.000000 	 0.617630 	 1.032937 	 
22.100000 	 -1.901500 	 0.978745 	 
22.200001 	 -1.595800 	 0.913726 	 
22.299999 	 -2.566100 	 0.877217 	 
22.400000 	 -1.452600 	 0.821913 	 
22.500000 	 -3.729500 	 0.731805 	 
22.600000 	 -3.075100 	 0.660193 	 
22.700001 	 -2.795000 	 0.585198 	 
22.799999 	 -2.601100 	 0.496033 	 
22.900000 	 -4.615600 	 0.383785 	 
23.000000 	 -4.095300 	 0.280100 	 
23.100000 	 -5.150300 	 0.183828 	 
23.200001 	 -5.920700 	 0.055546 	 
23.299999 	 -4.030900 	 -0.046714 	 
23.400000 	 -4.525900 	 -0.169310 	 
23.500000 	 -4.094800 	 -0.274531 	 
23.600000 	 -5.647700 	 -0.372456 	 
23.700001 	 -3.896300 	 -0.469813 	 
23.799999 	 -6.031900 	 -0.579606 	 
23.900000 	 -4.386300 	 -0.667876 	 
24.000000 	 -4.142000 	 -0.750482 	 
24.100000 	 -6.010900 	 -0.846158 	 
24.200001 	 -3.235700 	 -0.904467 	 
24.299999 	 -2.083300 	 -0.940773 	 
24.400000 	 -2.105000 	 -0.961772 	 
